Date,WMT,TGT,COST,XOM,CVX,COP,JPM,WFC,BAC,V,MA,JNJ,MRK,PFE,DAL,UAL,AAL,LMT,RTX,NOC,CAT,DE,CMI,PG,UL,AMGN,GILD,BIIB,ALL,TRV,PGR,SP500 benchmar
24/05/2010 00:00:00,38.21,38.80,42.17,36.76,44.35,24.38,27.32,20.42,12.85,17.01,19.60,41.48,19.51,9.04,11.96,18.28,6.64,52.81,30.73,41.38,41.95,43.32,47.20,41.73,17.11,39.13,13.90,48.27,22.31,35.38,12.38,1073.65
25/05/2010 00:00:00,37.67,39.00,41.98,36.47,43.82,24.28,27.55,20.56,12.92,16.65,19.32,41.33,19.63,8.95,12.29,18.96,7.36,53.21,30.75,41.75,41.94,42.98,47.72,41.49,16.95,39.05,13.84,48.35,22.46,35.51,12.45,1074.03
26/05/2010 00:00:00,37.47,38.30,41.59,36.22,43.21,24.11,27.43,19.95,12.91,16.75,19.15,40.86,19.85,8.98,12.30,19.75,7.97,52.76,30.74,41.33,42.31,43.17,48.49,41.07,16.69,37.42,13.31,47.36,22.23,35.02,12.24,1067.95
27/05/2010 00:00:00,37.98,39.53,43.64,37.54,44.90,25.40,28.59,20.92,13.50,16.82,19.41,40.80,20.59,9.13,12.39,20.39,8.24,53.74,31.65,42.24,43.96,45.71,51.14,41.42,17.63,38.22,13.86,48.28,23.16,36.29,12.64,1103.06
28/05/2010 00:00:00,37.88,38.97,43.28,36.93,44.61,25.23,28.00,20.41,13.13,16.54,18.84,40.29,20.63,9.05,12.06,20.01,8.32,53.31,31.32,41.87,43.04,44.35,49.96,41.52,17.50,38.48,13.74,47.43,23.05,36.10,12.46,1089.41
01/06/2010 00:00:00,38.15,38.53,43.08,36.19,43.65,24.48,27.26,20.08,12.88,16.32,18.72,40.61,20.53,8.91,12.03,19.35,8.15,52.81,30.70,41.21,41.98,43.93,48.57,41.56,17.52,37.72,13.55,47.22,22.32,35.46,12.12,1070.71
02/06/2010 00:00:00,38.75,38.85,43.80,37.12,44.76,25.53,27.98,20.76,13.26,16.26,18.77,41.28,21.04,9.03,12.52,21.78,8.90,53.23,31.35,42.10,43.11,46.19,51.28,41.96,17.98,41.68,13.77,48.35,22.75,36.32,12.48,1098.38
03/06/2010 00:00:00,38.75,38.93,43.04,37.60,44.63,25.29,27.66,20.53,13.20,16.62,18.87,41.31,21.00,9.05,12.68,22.24,8.68,53.17,31.53,42.17,43.28,45.88,51.84,42.00,18.07,41.34,13.73,49.25,22.71,36.28,12.49,1102.83
04/06/2010 00:00:00,37.76,37.73,41.73,36.36,43.04,24.35,26.61,19.76,12.81,16.46,18.37,40.09,20.31,8.77,12.06,21.08,8.10,51.62,30.27,40.31,40.91,43.74,48.76,41.32,17.53,40.38,13.27,47.84,21.78,35.47,12.06,1064.88
07/06/2010 00:00:00,38.01,37.16,41.49,36.22,43.09,24.12,25.98,19.41,12.38,16.41,18.69,40.09,20.40,8.63,11.66,20.30,7.87,50.91,29.38,39.51,39.54,42.12,46.25,41.20,17.39,39.76,13.17,47.64,21.58,35.22,11.97,1050.47
08/06/2010 00:00:00,38.04,37.46,42.10,37.40,42.89,24.73,26.73,19.75,12.80,16.74,18.45,40.53,20.71,8.65,11.72,20.83,8.09,51.36,29.84,39.72,40.10,42.34,47.90,42.23,17.61,39.99,12.79,46.85,22.02,36.09,12.20,1062.00
09/06/2010 00:00:00,38.20,37.42,42.65,36.66,42.75,24.67,26.26,19.23,12.53,16.84,18.26,40.20,20.64,8.63,11.87,21.34,8.04,51.59,29.48,39.84,40.24,42.50,48.42,41.77,17.68,39.49,12.58,47.08,21.71,35.87,12.04,1055.69
10/06/2010 00:00:00,38.37,38.31,42.83,37.80,44.79,25.96,27.09,20.01,12.91,17.68,19.16,40.43,21.22,8.86,11.86,21.95,8.64,52.34,30.44,40.87,42.46,44.50,51.79,42.07,18.21,40.13,12.89,48.14,22.43,36.75,12.42,1086.84
11/06/2010 00:00:00,38.10,38.38,42.73,37.78,44.72,26.03,26.95,19.81,13.02,17.36,19.14,40.40,21.58,9.19,11.95,22.78,9.36,52.53,30.78,41.31,42.66,45.26,53.07,41.46,18.01,40.20,13.20,46.22,22.57,37.06,12.47,1091.60
14/06/2010 00:00:00,38.39,38.63,42.73,37.48,44.80,25.68,26.41,19.49,12.86,16.84,19.07,40.38,21.68,9.11,12.16,22.91,9.11,53.14,31.09,41.35,43.21,44.32,53.21,41.62,18.39,40.18,13.25,46.79,22.54,36.79,12.37,1089.63
15/06/2010 00:00:00,38.69,39.02,43.95,38.18,45.43,26.41,27.06,19.86,13.19,17.56,19.57,40.87,22.30,9.22,12.43,23.74,9.86,53.92,31.88,41.87,44.95,45.75,55.39,42.07,18.63,40.96,13.59,48.12,23.08,37.66,12.69,1115.23
16/06/2010 00:00:00,38.19,38.72,43.34,38.18,45.26,26.50,27.25,20.00,13.25,17.61,19.67,40.94,22.30,9.20,12.51,23.97,9.96,54.16,31.88,42.28,45.61,45.63,54.75,41.58,18.42,41.03,13.69,48.35,22.75,37.37,12.62,1114.61
17/06/2010 00:00:00,38.51,38.68,43.52,38.23,45.48,26.84,27.19,19.87,13.21,17.86,19.99,40.90,22.20,9.19,12.60,23.92,10.13,54.00,31.86,42.57,46.00,45.69,54.24,41.97,18.50,41.19,13.75,49.01,22.63,38.01,12.77,1116.04
18/06/2010 00:00:00,38.62,38.35,43.25,38.54,45.60,27.25,27.72,19.97,13.21,17.58,20.01,40.90,22.09,9.04,12.18,23.80,9.84,53.82,32.15,42.97,46.64,45.57,54.60,41.66,18.18,41.02,13.77,49.86,22.99,37.75,12.82,1117.51
21/06/2010 00:00:00,38.22,37.80,42.93,38.56,45.73,27.14,27.50,19.88,13.18,18.46,20.86,40.87,21.75,8.97,11.98,23.24,9.43,53.41,32.24,42.39,46.80,46.48,55.09,41.52,18.21,42.00,13.80,49.49,22.78,37.62,12.58,1113.20
22/06/2010 00:00:00,37.97,37.36,42.80,37.83,44.69,26.49,27.12,19.54,13.01,17.97,20.64,40.89,21.75,8.90,11.25,22.10,8.93,53.27,31.60,41.70,45.41,45.45,53.06,41.26,18.07,41.70,13.73,49.54,22.99,37.50,12.41,1095.31
23/06/2010 00:00:00,38.06,37.64,42.67,37.32,43.64,26.03,27.51,19.44,12.88,17.75,20.53,40.94,21.93,8.84,11.25,22.00,9.03,53.16,31.60,41.48,45.57,45.53,53.75,41.71,18.10,41.76,13.85,49.69,22.92,37.57,12.34,1092.04
24/06/2010 00:00:00,37.48,36.25,41.77,36.69,42.77,25.54,26.90,19.11,12.54,17.45,20.07,41.19,22.05,8.59,10.93,21.49,9.02,52.11,31.30,40.75,44.89,44.75,52.44,41.37,17.78,41.72,13.66,49.38,22.26,37.15,12.20,1073.69
25/06/2010 00:00:00,36.56,36.09,41.93,36.10,42.31,25.26,27.90,19.24,12.87,17.50,20.40,40.57,22.25,8.70,10.66,20.91,8.64,52.06,31.54,40.56,45.83,45.94,53.34,40.63,17.68,41.80,13.90,49.57,23.21,37.58,12.40,1076.76
28/06/2010 00:00:00,37.14,35.67,42.09,35.71,42.25,24.90,27.26,19.23,12.72,17.17,19.76,41.09,22.25,8.64,10.69,20.81,8.56,51.75,31.19,40.43,45.61,45.22,51.78,41.20,17.77,41.17,13.68,49.57,22.58,37.54,12.41,1074.57
29/06/2010 00:00:00,36.63,35.02,41.33,34.99,41.28,24.24,26.22,18.45,12.16,16.31,18.96,40.94,21.94,8.49,10.05,19.99,8.05,50.13,30.20,38.43,43.10,42.84,48.68,40.99,17.42,40.21,13.37,48.70,21.84,36.56,12.03,1041.24
30/06/2010 00:00:00,36.01,35.14,40.74,34.86,40.98,23.88,25.90,18.21,12.00,16.15,18.64,40.82,21.65,8.47,10.44,20.56,8.12,49.69,30.17,37.68,42.55,43.03,47.86,40.76,17.30,39.08,13.11,47.45,21.62,36.20,11.91,1030.71
01/07/2010 00:00:00,36.21,35.45,40.79,34.58,40.75,23.77,25.56,17.91,11.70,16.63,18.95,40.83,21.32,8.46,10.41,20.72,8.15,49.67,29.93,37.48,42.48,42.67,47.63,40.46,17.39,38.65,13.05,46.73,21.37,35.97,11.87,1027.37
02/07/2010 00:00:00,35.96,35.40,40.29,34.55,40.65,23.75,25.38,17.70,11.55,16.70,18.95,40.83,21.19,8.40,9.80,18.59,7.72,49.65,29.88,37.44,41.92,42.12,47.21,40.35,17.22,38.42,13.33,49.42,21.29,35.68,11.85,1022.58
06/07/2010 00:00:00,36.39,35.68,40.12,35.09,40.80,23.93,25.74,17.89,11.74,16.49,18.70,40.83,21.45,8.49,9.86,18.64,7.62,49.58,30.02,37.46,42.36,42.22,46.71,40.33,17.59,38.12,13.30,48.38,21.02,35.71,11.92,1028.06
07/07/2010 00:00:00,36.65,36.04,40.33,35.69,41.94,24.89,27.03,18.97,12.28,17.08,19.40,41.89,21.94,8.69,10.40,20.05,8.79,50.30,30.93,38.48,44.04,43.74,49.54,41.33,17.95,38.19,13.36,49.84,21.68,36.72,12.32,1060.27
08/07/2010 00:00:00,36.84,35.75,41.39,35.92,42.52,25.08,27.03,18.95,12.40,17.13,19.60,42.42,22.20,8.81,10.45,20.51,8.99,50.80,31.25,38.88,44.74,44.25,50.66,42.10,18.12,38.81,13.31,50.85,21.99,36.82,12.52,1070.25
09/07/2010 00:00:00,37.03,35.62,41.75,35.90,43.38,25.44,27.52,19.21,12.61,17.66,20.14,41.84,22.48,8.78,10.35,21.36,8.99,50.19,31.38,38.38,45.84,44.83,52.56,41.96,18.15,39.05,13.28,51.71,22.16,37.60,12.70,1077.96
12/07/2010 00:00:00,37.55,35.13,41.55,36.00,43.39,25.34,27.76,19.25,12.70,17.46,19.97,41.61,22.35,8.87,10.37,21.42,8.67,49.85,30.99,37.76,45.53,44.42,51.92,42.20,18.10,38.97,13.18,51.66,21.91,37.58,12.60,1078.75
13/07/2010 00:00:00,37.86,35.65,41.98,36.29,44.22,25.89,28.68,19.88,13.08,17.48,20.06,41.81,22.57,8.79,10.76,22.44,8.80,50.38,31.49,38.25,47.31,45.88,54.18,42.40,18.67,39.20,13.46,52.68,22.07,37.64,12.62,1095.34
14/07/2010 00:00:00,37.72,35.48,41.87,36.19,44.11,25.68,28.58,19.68,13.08,17.41,19.92,41.90,22.41,8.82,10.85,22.70,8.75,50.36,31.61,39.45,47.24,46.16,54.85,42.58,18.82,39.10,13.31,52.97,21.83,37.78,12.80,1095.17
15/07/2010 00:00:00,37.76,36.30,42.01,36.20,44.11,25.71,28.66,19.78,12.85,17.18,19.80,41.65,22.59,8.84,10.67,21.98,8.59,50.66,31.67,39.18,47.11,47.21,53.42,42.63,19.08,39.32,13.35,53.43,21.74,36.98,12.79,1096.48
16/07/2010 00:00:00,37.21,35.93,40.85,35.40,43.18,25.22,27.63,18.67,11.67,16.31,18.43,41.08,22.23,8.65,10.41,21.35,8.44,49.31,30.69,37.89,45.59,46.16,51.07,42.13,18.67,38.77,12.21,51.86,20.95,36.48,12.46,1064.88
19/07/2010 00:00:00,37.10,35.90,40.73,35.69,43.48,25.22,27.66,18.51,11.36,16.25,18.30,41.17,22.17,8.75,10.11,21.18,8.13,49.39,30.86,38.41,46.20,46.46,51.92,42.04,18.77,39.83,12.58,53.18,21.00,36.54,12.50,1071.25
20/07/2010 00:00:00,38.12,36.47,40.93,36.00,44.14,25.62,28.07,18.43,11.49,16.80,19.19,40.49,22.08,8.65,10.24,22.20,8.41,49.29,31.39,38.98,47.37,46.90,53.31,42.18,18.93,39.53,12.62,54.02,21.28,37.01,12.59,1083.48
21/07/2010 00:00:00,37.72,35.85,39.83,35.53,43.58,25.35,27.22,18.54,11.15,16.51,18.83,39.48,21.79,8.62,9.68,21.77,8.68,49.13,31.15,38.78,47.68,47.73,53.75,41.85,18.85,38.82,12.58,54.97,20.65,36.66,12.24,1069.59
22/07/2010 00:00:00,38.10,36.77,40.79,36.27,44.35,25.91,27.88,19.49,11.40,16.99,19.48,39.41,21.78,8.80,10.18,22.78,9.29,49.53,32.31,40.08,48.49,48.54,55.78,42.03,19.30,39.61,12.92,56.17,21.12,36.23,12.50,1093.67
23/07/2010 00:00:00,38.71,37.08,41.57,36.47,44.40,26.17,28.22,19.51,11.47,17.25,19.90,39.83,21.59,8.66,10.17,22.96,9.76,49.33,32.95,40.26,49.42,49.85,56.56,42.40,19.58,39.20,12.78,53.47,21.29,36.86,12.64,1102.66
26/07/2010 00:00:00,38.30,37.77,41.39,36.88,45.06,26.48,28.57,19.86,11.81,17.36,19.89,39.91,21.84,8.92,10.64,24.25,10.29,49.95,33.27,40.86,49.90,50.22,57.21,42.82,19.43,39.88,12.77,57.89,21.32,37.09,12.84,1115.01
27/07/2010 00:00:00,38.18,37.25,42.50,37.14,45.47,26.48,28.82,20.20,11.84,17.48,20.02,40.16,21.78,9.07,10.40,23.71,9.94,49.94,33.04,40.24,49.33,49.68,58.37,43.20,19.09,40.50,12.77,57.75,21.53,37.18,12.83,1113.84
28/07/2010 00:00:00,38.30,37.02,41.98,37.20,45.63,26.48,28.56,19.97,11.68,17.16,19.64,39.97,21.51,8.91,10.25,23.78,10.01,50.19,33.05,40.41,49.71,49.60,58.61,42.94,18.91,39.95,12.78,55.92,21.26,36.97,12.60,1106.13
29/07/2010 00:00:00,38.25,36.81,41.76,36.85,45.91,26.81,28.48,19.70,11.71,16.43,19.48,39.97,21.71,8.97,10.38,23.78,10.05,49.99,33.07,40.45,49.48,49.86,58.16,42.24,18.45,39.66,12.78,56.53,21.26,37.14,12.54,1101.53
30/07/2010 00:00:00,38.35,36.67,42.13,36.45,46.02,27.14,28.53,19.73,11.72,16.74,19.63,40.15,21.34,8.91,10.55,23.74,10.23,50.13,33.04,40.59,49.73,51.53,58.50,41.89,18.53,40.52,12.74,55.88,21.26,37.09,12.50,1101.60
02/08/2010 00:00:00,38.51,36.98,42.23,37.83,46.98,28.27,29.50,20.33,12.05,16.48,18.93,40.58,21.71,9.20,11.20,24.17,10.03,50.63,33.75,40.98,50.66,51.91,59.82,42.50,18.76,40.77,13.18,57.19,21.70,37.38,12.71,1125.86
03/08/2010 00:00:00,38.42,36.43,42.01,38.31,47.50,28.29,29.10,20.00,11.97,16.66,18.78,41.02,21.56,9.71,10.79,23.20,10.05,50.32,33.48,40.78,50.18,51.64,58.82,41.05,18.71,40.65,13.18,57.34,21.49,36.84,12.48,1120.46
04/08/2010 00:00:00,38.66,36.80,42.80,38.31,47.72,28.22,29.25,19.91,11.84,16.53,19.19,41.29,21.79,9.88,10.53,22.61,9.46,50.04,33.77,41.20,50.71,52.21,59.88,40.79,18.98,41.43,13.47,57.39,21.53,37.26,12.52,1127.24
05/08/2010 00:00:00,38.67,37.77,42.10,38.30,47.75,28.35,29.24,19.87,11.70,16.32,18.85,41.30,21.71,9.73,10.48,22.30,9.09,50.05,34.02,41.19,51.31,52.54,59.99,41.00,18.06,41.11,13.66,57.16,22.14,37.25,12.57,1125.81
06/08/2010 00:00:00,38.80,37.39,42.16,37.85,47.54,27.98,28.65,19.78,11.65,16.46,19.39,41.44,21.66,9.76,10.49,22.32,8.95,50.07,33.80,41.54,51.02,52.59,59.62,41.11,17.69,41.57,13.70,57.66,21.81,36.95,12.50,1121.64
09/08/2010 00:00:00,39.00,38.12,42.62,38.14,47.88,28.16,28.21,20.12,11.61,17.06,20.09,41.50,21.89,9.87,10.83,23.23,9.17,50.43,34.09,41.60,51.39,53.55,59.61,41.35,17.74,41.36,13.67,57.58,22.30,37.20,12.60,1127.79
10/08/2010 00:00:00,39.12,37.83,42.49,37.82,47.73,27.95,27.75,19.79,11.38,17.18,20.22,41.07,22.15,9.96,10.48,22.46,9.16,50.06,34.11,40.94,50.92,52.49,59.88,41.63,17.92,41.40,13.69,57.86,22.14,36.32,12.57,1121.06
11/08/2010 00:00:00,38.44,37.17,41.66,37.15,46.58,27.28,26.76,18.74,11.01,16.80,19.60,40.43,21.60,9.61,10.09,21.00,8.61,48.77,33.12,39.40,48.99,50.50,57.18,41.28,17.50,39.89,13.22,55.80,21.24,35.99,12.22,1089.47
12/08/2010 00:00:00,38.00,37.02,41.51,37.05,46.54,27.20,26.78,18.53,10.90,16.68,19.80,40.45,21.70,9.73,10.20,21.36,8.70,48.35,32.80,39.13,48.13,50.65,57.30,41.09,17.67,40.68,13.25,56.61,21.24,36.48,12.21,1083.61
13/08/2010 00:00:00,37.98,36.31,41.24,36.85,46.74,27.04,26.56,18.42,11.04,16.51,19.69,40.19,21.67,9.66,10.26,21.48,8.62,48.51,32.86,39.15,48.49,50.12,57.13,40.97,17.42,40.88,13.12,55.94,21.15,36.86,12.20,1079.25
16/08/2010 00:00:00,37.98,36.25,41.29,36.83,46.93,26.99,26.70,18.30,11.01,16.65,19.67,40.09,21.65,9.63,10.20,21.74,8.68,47.99,32.70,38.92,48.83,50.69,57.15,40.94,17.52,40.18,12.95,55.85,21.03,36.69,12.14,1079.38
17/08/2010 00:00:00,38.44,36.40,41.63,37.41,47.40,27.46,26.55,18.06,11.03,16.77,20.00,40.93,22.01,9.78,10.09,21.23,8.96,48.31,32.77,39.81,49.73,51.96,59.21,41.29,17.62,40.10,13.06,56.91,21.26,36.69,12.25,1092.54
18/08/2010 00:00:00,38.32,37.31,41.52,37.00,46.96,27.23,26.84,18.09,11.12,16.66,19.90,41.02,21.90,9.67,10.09,21.43,9.06,49.13,32.70,40.30,49.73,50.99,60.13,41.61,17.84,40.23,12.91,56.52,21.35,36.81,12.54,1094.16
19/08/2010 00:00:00,37.72,37.24,41.02,36.47,46.23,26.89,26.26,17.41,10.87,16.37,19.52,40.58,21.49,9.63,9.58,20.58,8.66,48.75,32.03,39.49,49.41,50.78,59.89,41.22,17.45,39.17,12.67,55.06,21.11,36.64,12.41,1075.63
20/08/2010 00:00:00,37.84,37.45,41.04,36.23,45.74,26.48,26.31,17.53,10.74,16.02,19.29,40.60,21.32,9.57,9.35,20.51,8.58,48.83,31.85,39.71,49.10,50.34,58.62,41.08,17.38,38.89,12.48,55.38,20.89,36.82,12.38,1071.69
23/08/2010 00:00:00,38.53,37.35,40.94,36.60,45.74,26.39,26.13,17.27,10.74,16.03,19.18,40.69,21.65,9.67,9.30,20.47,8.38,48.35,31.43,39.09,47.66,48.71,56.40,41.11,17.23,38.60,12.56,54.91,21.01,36.57,12.33,1067.36
24/08/2010 00:00:00,38.66,37.01,41.46,36.26,44.97,26.26,25.65,16.85,10.55,16.15,18.93,40.09,21.32,9.50,8.85,19.73,8.25,47.53,30.70,38.30,46.37,48.18,55.12,40.86,17.13,37.94,12.27,53.84,20.71,36.21,12.27,1051.87
25/08/2010 00:00:00,38.84,37.03,42.55,36.24,45.15,26.27,25.67,16.82,10.57,16.20,19.26,40.07,21.39,9.61,8.91,19.37,8.28,47.81,30.51,38.28,46.13,48.58,54.17,40.87,17.30,38.52,12.55,55.37,20.94,36.40,12.42,1055.33
26/08/2010 00:00:00,38.41,37.10,41.97,35.97,44.70,25.76,25.24,16.74,10.41,15.98,18.99,39.95,21.35,9.55,8.92,19.64,8.15,47.72,30.42,38.13,45.60,48.50,53.50,40.78,17.54,37.84,12.26,53.91,20.63,36.04,12.34,1047.22
27/08/2010 00:00:00,38.43,37.16,41.90,36.79,45.67,26.25,25.93,17.10,10.55,16.26,19.31,40.19,21.67,9.67,9.29,20.45,8.63,48.21,31.13,38.73,46.99,49.95,56.17,40.96,17.59,38.70,12.44,54.60,21.22,36.66,12.66,1064.59
30/08/2010 00:00:00,38.09,36.48,41.81,36.29,44.97,25.88,25.40,16.57,10.28,15.90,18.95,39.98,21.50,9.53,9.21,20.71,8.36,47.25,30.58,37.87,45.97,48.67,54.42,40.66,17.27,38.36,12.40,53.92,20.67,35.98,12.58,1048.92
31/08/2010 00:00:00,37.78,36.74,42.13,36.36,45.15,25.77,25.76,16.78,10.40,15.77,18.54,39.78,21.77,9.56,9.29,21.20,8.52,46.78,30.49,37.78,46.46,48.90,54.86,40.87,17.36,37.93,12.17,53.80,20.93,36.01,12.60,1049.33
01/09/2010 00:00:00,38.58,37.52,43.09,37.47,46.79,26.57,26.74,17.57,11.04,16.12,18.79,40.67,22.06,9.78,9.49,21.93,9.01,47.06,31.50,39.49,48.60,51.42,58.89,40.96,17.74,39.08,12.63,55.31,21.74,36.98,12.94,1080.29
02/09/2010 00:00:00,39.00,37.74,43.69,37.56,47.21,26.75,27.03,17.89,11.09,16.45,19.14,40.89,21.89,9.85,9.63,22.29,9.10,47.32,31.53,40.26,48.87,52.36,60.30,41.14,17.71,39.02,12.68,55.25,21.70,36.92,13.08,1090.10
03/09/2010 00:00:00,39.21,37.94,43.67,37.72,47.54,27.05,27.75,18.42,11.28,16.57,19.35,41.11,22.04,9.89,9.82,22.50,9.40,47.59,31.92,40.36,49.97,53.04,61.31,41.29,17.74,39.31,13.01,56.24,22.31,37.51,13.20,1104.51
07/09/2010 00:00:00,39.08,37.58,43.72,37.25,46.96,26.37,27.12,17.76,11.04,16.35,18.74,40.95,21.96,9.81,9.48,22.27,8.99,46.83,31.79,39.47,49.70,52.30,59.63,41.19,17.50,39.02,12.71,56.14,21.76,36.85,13.02,1091.84
08/09/2010 00:00:00,39.05,37.70,44.15,37.37,47.09,26.69,27.71,17.97,11.17,15.67,18.17,41.06,22.17,9.95,9.50,22.06,8.95,46.34,32.02,39.69,50.44,52.62,60.42,41.35,17.75,39.34,12.97,57.15,22.06,36.92,13.21,1098.87
09/09/2010 00:00:00,39.12,37.86,43.95,37.55,47.15,26.90,28.41,18.31,11.28,15.27,17.94,41.73,22.34,10.08,9.44,20.94,8.59,46.68,32.09,39.85,50.37,52.04,60.04,41.29,17.92,39.97,13.02,57.01,22.33,37.22,12.98,1104.18
10/09/2010 00:00:00,39.16,38.10,44.40,37.65,48.04,26.91,28.17,18.35,11.32,15.57,18.52,41.85,22.69,10.21,9.36,20.84,8.29,47.36,32.21,41.00,50.81,52.41,60.39,41.37,17.90,40.38,13.15,57.68,22.65,37.07,12.95,1109.55
13/09/2010 00:00:00,39.34,38.20,44.78,37.52,48.30,27.21,29.13,18.89,11.65,14.97,18.04,42.08,22.66,10.20,9.46,21.30,8.11,46.73,32.16,41.05,51.51,53.93,62.52,41.42,17.91,40.42,13.15,57.81,22.97,37.35,13.16,1121.90
14/09/2010 00:00:00,39.68,38.60,45.51,37.53,48.46,27.21,28.85,18.57,11.43,15.34,18.67,42.26,22.85,10.26,9.93,21.77,8.28,46.08,32.13,40.73,51.22,54.12,62.68,41.53,18.15,40.51,13.20,57.91,22.95,37.78,13.06,1121.10
15/09/2010 00:00:00,39.83,38.61,45.63,37.52,48.28,27.30,29.03,18.77,11.45,15.76,19.65,42.59,22.84,10.38,10.21,21.71,8.40,46.08,31.92,40.48,51.43,54.15,61.43,41.85,18.27,41.09,13.32,58.42,23.12,38.87,13.20,1125.07
16/09/2010 00:00:00,40.05,38.75,45.66,37.50,48.18,27.20,29.04,18.57,11.32,15.63,19.66,42.76,22.79,10.32,10.29,22.22,8.60,46.10,32.04,40.33,51.34,53.82,61.99,41.85,18.25,40.94,13.37,57.67,23.39,39.02,13.36,1124.66
17/09/2010 00:00:00,39.94,38.59,45.70,37.39,47.82,27.16,28.38,18.54,11.19,15.66,19.97,42.96,22.73,10.25,9.93,21.95,8.56,46.94,32.51,41.12,52.18,55.99,62.77,41.76,17.93,41.03,13.22,57.92,23.50,39.00,13.44,1125.59
20/09/2010 00:00:00,40.34,39.21,45.69,37.86,48.70,27.93,29.18,18.93,11.48,16.07,20.44,43.32,22.86,10.38,10.26,22.42,8.68,47.58,32.90,41.71,53.30,56.89,64.84,42.07,18.42,41.57,13.61,57.80,23.89,39.66,13.63,1142.71
21/09/2010 00:00:00,40.37,38.83,45.69,37.86,48.61,27.78,28.75,18.80,11.40,15.99,20.28,43.21,22.97,10.30,10.61,23.50,8.99,48.21,33.01,41.59,54.47,56.45,65.71,42.14,18.50,41.43,13.73,58.23,23.75,39.19,13.60,1139.78
22/09/2010 00:00:00,40.55,38.85,46.48,37.80,48.30,27.55,28.29,18.39,11.21,16.14,20.47,43.23,23.12,10.35,10.14,22.64,8.45,48.31,33.00,41.24,54.32,55.71,65.16,42.32,18.53,41.81,13.77,54.86,23.47,38.75,13.43,1134.28
23/09/2010 00:00:00,40.43,38.61,46.60,37.62,47.87,27.14,27.70,17.85,11.00,16.23,20.51,43.12,22.94,10.24,10.05,22.39,8.32,48.23,32.64,41.22,54.37,55.02,65.10,41.93,18.36,41.40,13.68,55.24,23.09,38.80,13.21,1124.83
24/09/2010 00:00:00,40.75,39.53,47.76,37.98,48.83,27.70,28.16,18.24,11.36,16.54,20.71,43.35,23.36,10.45,10.39,22.79,8.48,49.21,33.43,42.11,56.85,56.14,66.98,42.22,18.67,41.85,13.98,56.42,23.96,39.33,13.58,1148.67
27/09/2010 00:00:00,40.30,39.06,47.52,37.96,48.81,27.65,27.68,18.19,11.06,16.69,20.78,43.28,23.23,10.32,10.12,22.84,8.76,48.71,33.16,42.07,56.71,55.72,66.06,41.81,18.86,41.38,13.71,54.79,23.81,38.62,13.41,1142.16
28/09/2010 00:00:00,40.55,39.16,48.47,38.18,49.30,28.06,27.59,18.07,11.09,16.75,20.84,43.56,23.31,10.47,10.29,23.02,8.71,48.77,33.48,42.25,56.81,55.56,67.06,41.52,19.08,41.61,13.82,55.42,24.38,39.01,13.58,1147.70
29/09/2010 00:00:00,40.20,38.45,48.22,37.89,49.54,28.19,27.21,17.85,10.95,17.01,20.81,43.47,23.22,10.45,10.29,23.41,8.54,48.38,33.43,42.02,57.03,55.67,67.31,41.27,19.08,40.82,13.72,55.36,23.92,38.50,13.23,1144.73
30/09/2010 00:00:00,40.33,38.38,48.09,38.01,49.40,28.22,26.96,17.90,10.94,16.98,20.94,43.23,23.03,10.32,10.34,23.66,8.72,47.96,33.31,42.32,56.10,54.16,66.78,41.07,19.02,40.95,13.62,56.12,23.92,38.58,13.28,1141.20
01/10/2010 00:00:00,40.21,38.40,48.50,38.47,49.95,28.43,27.49,18.22,11.11,16.76,21.01,43.08,22.90,10.32,10.67,24.70,8.76,46.84,33.26,42.11,55.77,53.22,67.32,41.20,19.11,41.25,13.67,56.53,23.94,38.59,13.27,1146.24
04/10/2010 00:00:00,40.37,38.36,48.14,38.26,49.56,28.14,27.63,18.09,10.99,16.74,20.81,43.02,22.85,10.15,10.22,24.10,8.60,46.67,32.98,41.96,55.09,53.26,66.12,41.07,18.97,40.91,13.52,56.66,24.04,38.59,13.11,1137.03
05/10/2010 00:00:00,40.69,38.95,48.21,38.91,50.83,28.89,28.12,18.71,11.33,17.14,21.11,43.81,23.16,10.35,10.51,24.47,8.70,47.51,33.90,43.32,56.61,55.34,68.00,41.66,19.21,41.70,13.77,57.53,24.55,39.15,13.46,1160.75
06/10/2010 00:00:00,41.11,38.83,48.77,39.33,51.13,29.34,28.30,18.74,11.19,16.97,20.87,44.10,23.16,10.37,10.46,24.97,8.70,47.71,34.07,43.34,56.39,55.85,68.72,41.69,19.26,41.48,13.67,56.63,24.35,39.11,13.37,1159.97
07/10/2010 00:00:00,40.96,39.01,48.66,39.28,50.91,29.34,28.03,18.53,11.12,16.83,20.66,44.11,22.97,10.44,10.45,25.72,8.71,47.53,34.03,43.38,56.14,55.80,68.03,41.64,19.21,41.58,13.87,57.24,24.41,38.95,13.38,1158.06
08/10/2010 00:00:00,41.00,38.92,47.94,39.60,51.16,29.29,27.88,18.49,11.01,16.92,20.82,44.11,23.09,10.49,10.13,26.44,8.55,47.17,34.09,43.48,57.31,58.48,68.50,42.37,19.02,41.90,13.89,57.59,24.58,39.10,13.44,1165.15
